,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Race,Department,Education Level Updated
3324,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,White,Technology,Bachelor's Degree
3325,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Asian,Technology,PhD
3326,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,African American,Technology,Master's Degree
3327,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,African American,Technology,Bachelor's Degree
3328,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,White,Technology,PhD
3329,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,White,Technology,Bachelor's Degree
3330,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,Hispanic,Technology,Bachelor's Degree
3331,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,African American,Product & Project Management,Master's Degree
3332,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,Hispanic,Technology,Bachelor's Degree
3333,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,Hispanic,Technology,Master's Degree
3334,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,African American,Technology,Bachelor's Degree
3335,48.0,Male,PhD,Director of Data Science,18.0,210000.0,Other,Technology,PhD
3336,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,African American,Technology,Master's Degree
3337,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,Other,Technology,Bachelor's Degree
3338,32.0,Male,Master's Degree,Product Manager,7.0,110000.0,Hispanic,Product & Project Management,Master's Degree
3339,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,African American,Technology,Master's Degree
3340,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,Other,Technology,Bachelor's Degree
3341,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,Asian,Technology,Bachelor's Degree
3342,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Asian,Technology,PhD
3343,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,Asian,Technology,Master's Degree
3344,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,African American,Technology,Bachelor's Degree
3345,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,Hispanic,Technology,PhD
3346,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,White,Technology,Bachelor's Degree
3347,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,African American,Technology,Bachelor's Degree
3348,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,Hispanic,Product & Project Management,Master's Degree
3349,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,Hispanic,Technology,Bachelor's Degree
3350,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,Asian,Technology,Master's Degree
3351,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,Other,Technology,Bachelor's Degree
3352,48.0,Male,PhD,Director of Data Science,18.0,210000.0,White,Technology,PhD
3353,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,Other,Technology,Master's Degree
3354,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,Hispanic,Technology,Bachelor's Degree
3355,32.0,Male,Master's Degree,Product Manager,7.0,110000.0,Hispanic,Product & Project Management,Master's Degree
3356,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,Hispanic,Technology,Master's Degree
3357,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,White,Technology,Bachelor's Degree
3358,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,Hispanic,Technology,Bachelor's Degree
3359,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Asian,Technology,PhD
3360,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,White,Technology,Master's Degree
3361,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,Asian,Technology,Bachelor's Degree
3362,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,White,Technology,PhD
3363,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,White,Technology,Bachelor's Degree
3364,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,Hispanic,Technology,Bachelor's Degree
3365,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,Hispanic,Product & Project Management,Master's Degree
3366,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,White,Technology,Bachelor's Degree
3367,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,Other,Technology,Master's Degree
3368,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,African American,Technology,Bachelor's Degree
3369,48.0,Male,PhD,Director of Data Science,18.0,210000.0,Other,Technology,PhD
3370,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,African American,Technology,Master's Degree
3371,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,White,Technology,Bachelor's Degree
3372,32.0,Male,Master's Degree,Product Manager,7.0,110000.0,African American,Product & Project Management,Master's Degree
3373,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,Other,Technology,Master's Degree
3374,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,African American,Technology,Bachelor's Degree
3375,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,African American,Technology,Bachelor's Degree
3376,41.0,Female,PhD,Director of Data Science,16.0,200000.0,African American,Technology,PhD
3377,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,Other,Technology,Master's Degree
3378,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,African American,Technology,Bachelor's Degree
3379,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,White,Technology,PhD
3380,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,African American,Technology,Bachelor's Degree
3381,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,African American,Technology,Bachelor's Degree
3382,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,White,Product & Project Management,Master's Degree
3383,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,Hispanic,Technology,Bachelor's Degree
3384,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,White,Technology,Master's Degree
3385,28.0,Male,Master's Degree,Web Developer,5.0,80000.0,White,Technology,Master's Degree
3386,30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000.0,Other,Human Resources,Bachelor's Degree
3387,25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0,White,Technology,Bachelor's Degree
3388,45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,160000.0,White,Human Resources,Master's Degree
3389,33.0,Male,PhD,Director of HR,9.0,120000.0,Asian,Human Resources,PhD
3390,22.0,Female,High School,Junior HR Generalist,0.0,40000.0,Other,Human Resources,High School
3391,36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0,Asian,Technology,Bachelor's Degree
3392,29.0,Female,Master's Degree,Senior HR Generalist,4.0,75000.0,African American,Human Resources,Master's Degree
3393,42.0,Male,PhD,Director of HR,16.0,140000.0,Asian,Human Resources,PhD
3394,27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0,White,Human Resources,Bachelor's Degree
3395,38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,110000.0,African American,Human Resources,Master's Degree
3396,24.0,Female,Bachelor's Degree,Web Developer,1.0,45000.0,Other,Technology,Bachelor's Degree
3397,31.0,Male,High School,Junior Web Developer,4.0,55000.0,Asian,Technology,High School
3398,39.0,Female,PhD,Director of HR,13.0,130000.0,Other,Human Resources,PhD
3399,26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000.0,Asian,Human Resources,Bachelor's Degree
3400,32.0,Female,Master's Degree,Senior HR Generalist,7.0,80000.0,Other,Human Resources,Master's Degree
3401,32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,African American,Technology,Bachelor's Degree
3402,24.0,Female,High School,Junior HR Generalist,1.0,32000.0,Other,Human Resources,High School
3403,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,White,Human Resources,PhD
3404,29.0,Female,Master's Degree,Web Developer,4.0,65000.0,Other,Technology,Master's Degree
3405,38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,Other,Human Resources,Bachelor's Degree
3406,27.0,Female,Master's Degree,Director of HR,5.0,80000.0,Other,Human Resources,Master's Degree
3407,31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,White,Human Resources,High School
3408,42.0,Male,Master's Degree,Web Developer,10.0,110000.0,African American,Technology,Master's Degree
3409,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,White,Technology,Bachelor's Degree
3410,36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,African American,Human Resources,Master's Degree
3411,28.0,Male,High School,Junior HR Generalist,1.0,32000.0,Other,Human Resources,High School
3412,33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,Hispanic,Technology,Bachelor's Degree
3413,46.0,Male,PhD,Director of HR,15.0,150000.0,Other,Human Resources,PhD
3414,25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,African American,Technology,Bachelor's Degree
3415,37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,Hispanic,Human Resources,Master's Degree
3416,30.0,Male,Master's Degree,Web Developer,4.0,65000.0,African American,Technology,Master's Degree
3417,43.0,Female,PhD,Director of HR,14.0,140000.0,African American,Human Resources,PhD
3418,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,African American,Technology,Bachelor's Degree
3419,26.0,Female,High School,Junior HR Generalist,2.0,35000.0,White,Human Resources,High School
3420,41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,Asian,Human Resources,Master's Degree
3421,29.0,Female,Master's Degree,Web Developer,5.0,70000.0,Hispanic,Technology,Master's Degree
3422,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,Other,Technology,Bachelor's Degree
3423,27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,White,Human Resources,High School
3424,40.0,Male,PhD,Director of HR,13.0,135000.0,Hispanic,Human Resources,PhD
3425,23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Hispanic,Technology,Bachelor's Degree
3426,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Asian,Human Resources,Master's Degree
3427,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,African American,Human Resources,High School
3428,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,Other,Human Resources,PhD
3429,28.0,Male,Master's Degree,Web Developer,3.0,55000.0,African American,Technology,Master's Degree
3430,32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,African American,Technology,Bachelor's Degree
3431,45.0,Male,Master's Degree,Director of HR,14.0,140000.0,Other,Human Resources,Master's Degree
3432,26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,White,Technology,Bachelor's Degree
3433,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,Other,Human Resources,PhD
3434,27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,African American,Human Resources,Master's Degree
3435,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,African American,Human Resources,High School
3436,42.0,Female,Master's Degree,Director of HR,13.0,135000.0,Hispanic,Human Resources,Master's Degree
3437,29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,White,Technology,Bachelor's Degree
3438,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Other,Technology,Master's Degree
3439,30.0,Male,High School,Junior HR Generalist,1.0,32000.0,African American,Human Resources,High School
3440,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Asian,Human Resources,PhD
3441,34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,African American,Technology,Bachelor's Degree
3442,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Other,Human Resources,Master's Degree
3443,37.0,Male,PhD,Director of HR,12.0,120000.0,Asian,Human Resources,PhD
3444,24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,African American,Technology,Bachelor's Degree
3445,39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,Other,Human Resources,Master's Degree
3446,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Hispanic,Human Resources,High School
3447,44.0,Female,PhD,Director of HR,14.0,140000.0,Asian,Human Resources,PhD
3448,28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,Asian,Technology,Bachelor's Degree
3449,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,White,Human Resources,Master's Degree
3450,45.0,Male,PhD,Director of HR,13.0,135000.0,Other,Human Resources,PhD
3451,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,White,Technology,Bachelor's Degree
3452,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Hispanic,Human Resources,Master's Degree
3453,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Hispanic,Human Resources,High School
3454,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Hispanic,Technology,Bachelor's Degree
3455,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Asian,Human Resources,Master's Degree
3456,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Asian,Human Resources,Master's Degree
3457,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,African American,Technology,Master's Degree
3458,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,White,Human Resources,High School
3459,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Hispanic,Human Resources,PhD
3460,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Other,Technology,Bachelor's Degree
3461,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,African American,Human Resources,Master's Degree
3462,37.0,Male,PhD,Director of HR,11.0,115000.0,Other,Human Resources,PhD
3463,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Asian,Technology,Bachelor's Degree
3464,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Hispanic,Human Resources,Master's Degree
3465,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,African American,Human Resources,High School
3466,44.0,Female,PhD,Director of HR,13.0,135000.0,Asian,Human Resources,PhD
3467,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Hispanic,Technology,Bachelor's Degree
3468,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Asian,Human Resources,Master's Degree
3469,45.0,Male,PhD,Director of HR,14.0,140000.0,White,Human Resources,PhD
3470,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,White,Technology,Bachelor's Degree
3471,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,White,Human Resources,Master's Degree
3472,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,White,Human Resources,High School
3473,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Hispanic,Technology,Bachelor's Degree
3474,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hispanic,Human Resources,Master's Degree
3475,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Hispanic,Human Resources,Master's Degree
3476,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Other,Technology,Master's Degree
3477,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Other,Human Resources,High School
3478,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Hispanic,Human Resources,PhD
3479,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,White,Technology,Bachelor's Degree
3480,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Other,Human Resources,Master's Degree
3481,37.0,Male,PhD,Director of HR,11.0,115000.0,Hispanic,Human Resources,PhD
3482,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,White,Technology,Bachelor's Degree
3483,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,White,Human Resources,Master's Degree
3484,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Other,Human Resources,High School
3485,44.0,Female,PhD,Director of HR,13.0,135000.0,White,Human Resources,PhD
3486,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,White,Technology,Bachelor's Degree
3487,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,White,Human Resources,Master's Degree
3488,45.0,Male,PhD,Director of HR,14.0,140000.0,Asian,Human Resources,PhD
3489,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,African American,Technology,Bachelor's Degree
3490,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,African American,Human Resources,Master's Degree
3491,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,White,Human Resources,High School
3492,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Asian,Technology,Bachelor's Degree
3493,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,White,Human Resources,Master's Degree
3494,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,African American,Human Resources,Master's Degree
3495,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Hispanic,Technology,Master's Degree
3496,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Asian,Human Resources,High School
3497,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Asian,Human Resources,PhD
3498,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,White,Technology,Bachelor's Degree
3499,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,African American,Human Resources,Master's Degree
3500,37.0,Male,PhD,Director of HR,11.0,115000.0,White,Human Resources,PhD
3501,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,White,Technology,Bachelor's Degree
3502,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,White,Human Resources,Master's Degree
3503,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,African American,Human Resources,High School
3504,44.0,Female,PhD,Director of HR,13.0,135000.0,Asian,Human Resources,PhD
3505,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,White,Technology,Bachelor's Degree
3506,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Hispanic,Human Resources,Master's Degree
3507,45.0,Male,PhD,Director of HR,14.0,140000.0,White,Human Resources,PhD
3508,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,White,Technology,Bachelor's Degree
3509,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Hispanic,Human Resources,Master's Degree
3510,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,African American,Human Resources,High School
3511,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Asian,Technology,Bachelor's Degree
3512,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hispanic,Human Resources,Master's Degree
3513,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Asian,Human Resources,Master's Degree
3514,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,African American,Technology,Master's Degree
3515,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Asian,Human Resources,High School
3516,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,White,Human Resources,PhD
3517,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Hispanic,Technology,Bachelor's Degree
3518,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Asian,Human Resources,Master's Degree
3519,37.0,Male,PhD,Director of HR,11.0,115000.0,Hispanic,Human Resources,PhD
3520,32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,African American,Technology,Bachelor's Degree
3521,24.0,Female,High School,Junior HR Generalist,1.0,32000.0,Asian,Human Resources,High School
3522,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,Asian,Human Resources,PhD
3523,29.0,Female,Master's Degree,Web Developer,4.0,65000.0,Other,Technology,Master's Degree
3524,38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,Asian,Human Resources,Bachelor's Degree
3525,27.0,Female,Master's Degree,Director of HR,5.0,80000.0,African American,Human Resources,Master's Degree
3526,31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,Other,Human Resources,High School
3527,42.0,Male,Master's Degree,Web Developer,10.0,110000.0,Other,Technology,Master's Degree
3528,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hispanic,Technology,Bachelor's Degree
3529,36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,African American,Human Resources,Master's Degree
3530,28.0,Male,High School,Junior HR Generalist,1.0,32000.0,Hispanic,Human Resources,High School
3531,33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,Asian,Technology,Bachelor's Degree
3532,46.0,Male,PhD,Director of HR,15.0,150000.0,Asian,Human Resources,PhD
3533,25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Hispanic,Technology,Bachelor's Degree
3534,37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,African American,Human Resources,Master's Degree
3535,30.0,Male,Master's Degree,Web Developer,4.0,65000.0,White,Technology,Master's Degree
3536,43.0,Female,PhD,Director of HR,14.0,140000.0,Hispanic,Human Resources,PhD
3537,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,White,Technology,Bachelor's Degree
3538,26.0,Female,High School,Junior HR Generalist,2.0,35000.0,Other,Human Resources,High School
3539,41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,Asian,Human Resources,Master's Degree
3540,29.0,Female,Master's Degree,Web Developer,5.0,70000.0,Other,Technology,Master's Degree
3541,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,Asian,Technology,Bachelor's Degree
3542,27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,Asian,Human Resources,High School
3543,40.0,Male,PhD,Director of HR,13.0,135000.0,Hispanic,Human Resources,PhD
3544,23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,White,Technology,Bachelor's Degree
3545,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Asian,Human Resources,Master's Degree
3546,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,African American,Human Resources,High School
3547,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,Hispanic,Human Resources,PhD
3548,28.0,Male,Master's Degree,Web Developer,3.0,55000.0,Other,Technology,Master's Degree
3549,32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,White,Technology,Bachelor's Degree
3550,45.0,Male,Master's Degree,Director of HR,14.0,140000.0,White,Human Resources,Master's Degree
3551,26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,Asian,Technology,Bachelor's Degree
3552,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,White,Human Resources,PhD
3553,27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,Asian,Human Resources,Master's Degree
3554,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,Asian,Human Resources,High School
3555,42.0,Female,Master's Degree,Director of HR,13.0,135000.0,Other,Human Resources,Master's Degree
3556,29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Asian,Technology,Bachelor's Degree
3557,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Hispanic,Technology,Master's Degree
3558,30.0,Male,High School,Junior HR Generalist,1.0,32000.0,African American,Human Resources,High School
3559,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Asian,Human Resources,PhD
3560,34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Other,Technology,Bachelor's Degree
3561,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,African American,Human Resources,Master's Degree
3562,37.0,Male,PhD,Director of HR,12.0,120000.0,Asian,Human Resources,PhD
3563,24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,African American,Technology,Bachelor's Degree
3564,39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,Other,Human Resources,Master's Degree
3565,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Asian,Human Resources,High School
3566,44.0,Female,PhD,Director of HR,14.0,140000.0,Other,Human Resources,PhD
3567,28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,White,Technology,Bachelor's Degree
3568,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Asian,Human Resources,Master's Degree
3569,45.0,Male,PhD,Director of HR,13.0,135000.0,African American,Human Resources,PhD
3570,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hispanic,Technology,Bachelor's Degree
3571,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Other,Human Resources,Master's Degree
3572,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Asian,Human Resources,High School
3573,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,White,Technology,Bachelor's Degree
3574,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Asian,Human Resources,Master's Degree
3575,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Asian,Human Resources,Master's Degree
3576,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,African American,Technology,Master's Degree
3577,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,White,Human Resources,High School
3578,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,White,Human Resources,PhD
3579,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Asian,Technology,Bachelor's Degree
3580,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Asian,Human Resources,Master's Degree
3581,37.0,Male,PhD,Director of HR,11.0,115000.0,Asian,Human Resources,PhD
3582,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Other,Technology,Bachelor's Degree
3583,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Hispanic,Human Resources,Master's Degree
3584,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Hispanic,Human Resources,High School
3585,44.0,Female,PhD,Director of HR,13.0,135000.0,Other,Human Resources,PhD
3586,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,African American,Technology,Bachelor's Degree
3587,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Other,Human Resources,Master's Degree
3588,45.0,Male,PhD,Director of HR,14.0,140000.0,White,Human Resources,PhD
3589,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Other,Technology,Bachelor's Degree
3590,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,African American,Human Resources,Master's Degree
3591,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,African American,Human Resources,High School
3592,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Asian,Technology,Bachelor's Degree
3593,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hispanic,Human Resources,Master's Degree
3594,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Hispanic,Human Resources,Master's Degree
3595,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Other,Technology,Master's Degree
3596,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Other,Human Resources,High School
3597,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,African American,Human Resources,PhD
3598,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,African American,Technology,Bachelor's Degree
3599,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Hispanic,Human Resources,Master's Degree
3600,37.0,Male,PhD,Director of HR,11.0,115000.0,Asian,Human Resources,PhD
3601,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,African American,Technology,Bachelor's Degree
3602,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,African American,Human Resources,Master's Degree
3603,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Other,Human Resources,High School
3604,44.0,Female,PhD,Director of HR,13.0,135000.0,White,Human Resources,PhD
